icao,name
MCC,MCC Aviation
MCD,Air Medical
MCE,Marshall Aerospace
MCF,MAC Fotografica
MCG,SOS Helikoptern Gotland
MCH,McAlpine Helicopters
MCK,Macair Airlines
MCL,Medical Aviation Services
MCM,Heli-Air-Monaco
MCN,Mac Dan Aviation Corporation
MCO,Aerolineas Marcos
MCP,Marcopolo Airways
MCS,Macedonian Airlines
MCT,Transportacion Aerea Del Mar De Cortes
MCV,MTC Aviacion
MCX,Cargo Express
MCY,Ambulance Air Africa
MDA,Mandarin Airlines
MDB,Monde Air Charters
MDC,Atlantic Aero and Mid-Atlantic Freight
MDE,Mauritanienne De Transport Aerien
MDF,Mediterranean Air Freight
MDG,Air Madagascar
MDH,Madina Air
MDJ,Jetran Air
MDL,Mandala Airlines
MDM,Medavia Company
MDN,Mudan Airlines
MDO,Domenican Airlines
MDP,Medallion Air
MDR,Compania Mexicana De Aeroplanos
MDS,McNeely Charter Services
MDT,Sundt Air
MDV,Moldavian Airlines
MDW,Midway Airlines
MDX,Aerosud Charter
MDY,Mediterranean Airways
MEA,Middle East Airlines
MEC,Mercury Aircourier Service
MED,Ontario Ministry of Health
MEE,Elimediterranea
MEF,Air Meridan
MEI,Merlin Airways
MEJ,Medjet International
MEK,Med-Trans of Florida
MEL,Mega Linhas Aereas
MEM,Meridian Limited
MEP,Midwest Airlines
MER,Methow Aviation
MES,Mesaba Airlines
MET,Meteorological Research Flight
MEX,Metro Express
MEY,Justair Scandinavia
MFA,Martyn Fiddler Associates
MFC,Moncton Flying Club
MFL,Aero McFly
MFR,Midline Air Freight
MFS,Miller Flying Services
MFT,Multiflight
MFZ,Mofaz Air
MGA,MG Aviacion
MGB,Coulson Flying Service
MGE,Asia Pacific Airlines
MGG,Elmagal Aviation Services
MGI,Marghi Air
MGK,Mega
MGL,MIAT Mongolian Airlines
MGM,Transporte Aero MGM
MGO,Punto Fa
MGR,Magna Air
MGS,Aeromagar
MGX,Montenegro Airlines
MHA,Mountain High Aviation
MHC,Aero Jomacha
MHL,Meridian Airlines
MHN,Manhattan Air
MHS,Air Memphis
MHU,Air Memphis
MIA,Mauria
MIC,Mint Airways
MID,Midland Airport Services
MIE,Aero Premier De Mexico
MIF,Miras
MIG,Russian Aircraft Corporation-MiG
MIM,Mimino
MIR,Miramichi Air Service
MIS,Midstate Airlines
MIT,Flight Line
MIZ,Desarrollo Milaz
MJB,Magic Blue Airlines
MJG,Michael Airlines
MJL,Jet Line International
MJM,Eti 2000
MJN,Royal Air Force of Oman
MJP,Air Majoro
MJR,Midamerica Jet
MJT,Mex-Jet
MJX,Euroline
MKA,MK Airline
MKD,MAT Airways
MKG,Air Mekong
MKH,Air Marrakech Service
MKK,Malaya Aviatsia Dona
MKL,McCall Aviation
MKN,Mekong Airlines
MKO,Markoss Aviation
MKS,Pimichikamac Air
MKU,Island Air (WP)
MKY,Monky Aerotaxis
MLA,40-Mile Air
MLB,Manaf International Airways
MLC,Malila Airlift
MLD,Air Moldova
MLE,Moldaeroservice
MLF,Amal Airlines
MLG,Malagasy Airlines
MLH,Mahalo Air
MLI,Air Mali
MLK,Millennium Air
MLN,Air Madeleine
MLO,Servicios Aereos Milenio
MLS,Mall Airways
MLU,Zracno Pristaniste Mali Losinj
MLX,Malawi Express
MMC,Aermarche
MMD,Air Alsie
MMM,Myanmar Airways International
MMP,AMP Incorporated
MMR,Musrata Air Transport
MMS,SAAD (A320) Limited
MMX,Airmax
MMZ,EuroAtlantic Airways
MNA,Merpati Nusantara Airlines
MNB,MNG Airlines
MNC,MIT Airlines
MNE,Aerolineas Amanecer
MNG,Aero Mongolia
MNH,Monarch Airlines
MNI,Aeromilenio
MNJ,Menajet
MNL,Miniliner
MNO,Mango
MNP,Spirit of Manila Airlines
MNR,Mann Air
MNS,Ministic Air
MNT,Montserrat Airways
MNV,Mauritanienne Aerienne Et Navale
MNX,Manx Airlines
MNY,Mooney Aircraft Corporation
MNZ,Murmansk Aircompany
MOC,Air Monarch Cargo
MOH,Tigerfly
MON,Monarch Airlines
MOP,Aeropublicitaria De Angola
MOR,Aerolineas De Morelia
MOS,Misr Overseas Airways
MOV,VIM Airlines
MOW,Mowhawk Airlines
MPA,Mid-Pacific Airlines
MPC,Mountain Pacific Air
MPD,Air Plus Comet
MPE,Canadian North
MPH,Martinair
MPI,Mosphil Aero
MPJ,MAP-Management and Planung
MPL,Master Planner
MPO,Transportes Aereos Amparo
MPR,Empire Aviation Services
MPS,Metroplis
MPT,Miapet-Avia
MPX,Aeromexpress
MQT,Air ITM
MRA,Martinaire
MRD,Meridian Air Cargo
MRE,Namibia Commerical Aviation
MRF,Mauritanienne Air Fret
MRG,MANAG'AIR
MRH,Marham Flying Training Unit
MRI,Servicios Aereos Moritani
MRK,Markair
MRL,Aeromorelos
MRM,Aerocharter
MRN,Missions Gouvernemtales Francaises
MRO,Morrison Flying Service
MRP,Abas
MRR,San Juan Airlines
MRS,Marusya Airways
MRT,Air Mauritanie
MRW,Mars RK
MRX,Herman's Markair Express
MRZ,Medical Air Rescue Services
MSA,Mistral Air
MSC,Air Cairo
MSE,EgyptAir Express
MSF,Max Sea Food
MSG,Servico Aereo Regional
MSH,US Marshals Service
MSI,Motor Sich
MSK,Air Sport
MSL,Marsland Aviation
MSM,Aeromas
MSN,Missionair
MSO,Aerol
MSP,Servicio De Viglancia Aerea Del Ministerio De Seguridad Publica
MSQ,Meta Linhas A
MSR,Egyptair
MSS,Morris Air Service
MSV,Aero-Kamov
MSW,Master Airways
MSX,Egyptair Cargo
MSY,Massey University School of Aviation
MTA,GAK/Mitchell Aero
MTB,Aerotaxis Metropolitanos
MTC,Mountain Air Company
MTD,MacKnight Airlines
MTE,Aeromet Linea Aerea
MTF,Interjet
MTG,Servicios Aereos MTT
MTH,Massachusetts Institute of Technology
MTI,Monerrey Air Taxi
MTJ,Metrojet
MTK,Air Metack
MTL,RAF-Avia
MTN,Mountain Air Cargo
MTO,Manitoulin Air Services
MTP,Island Helicopters
MTR,Metroflight
MTS,Mantrust Asahi Airways
MTV,Mountain Valley Air Service
MTW,Mauritania Airways
MTX,Multi Taxi
MTY,Air Montegomery
MTZ,Mali Airways
MUA,Murray Air
MUI,Trans Air
MUN,Aeromundo Ejecutivo
MUR,Aerolinea Muri
MVA,Mississippi Valley Airways
MVD,Kavminvodyavia
MVG,Moldova
MVI,Metro Business Aviation
MVK,Helicopter Training & Hire
MVL,Mavial Magadan Airlines
MVM,Air Cargo America
MVN,Marvin Limited
MVR,Maverick Airways
MVY,VIM-Aviaservice
MWA,Midwest Airlines (Egypt)
MWI,Malaysia Wings
MWR,Raslan Air Service
MWS,Malta Wings
MWT,Midwest Aviation Division
MWY,Mauritanienne Airways
MXA,Mexicana de Aviaci
MXB,Mex Blue
MXC,Compania Mexicargo
MXD,Malindo Air
MXE,Mocambique Expresso
MXI,MexicanaLink
MXJ,Maxjet Airways
MXL,Maxair
MXO,Aerotaxi Mexicano
MXP,May Air Xpress
MXQ,Transportes Aereos Mexiquenses
MXS,Maxsus-Avia
MXT,Mexico Transportes Aereos
MXU,Maximus Air Cargo
MXX,Merchant Express Aviation
MYA,Myflug
MYD,Maya Island Air
MYI,Mayair
MYO,Dominguez Toledo (Grupo Mayoral)
MYP,Mann Yadanarpon Airlines
MYS,Aero Yaqui Mayo
MYT,MyTravel Airways
MYW,My Way Airlines
MZK,AVC Airlines
MZL,Aerovias Montes Azules
MZS,Mahfooz Aviation
NAA,National Oceanic and Atmospheric Administration
NAB,Mina Airline Company
NAC,Northern Air Cargo
NAD,Seulawah Nad Air
NAE,Nations Air Express Inc
NAF,Royal Netherlands Air Force
NAH,Nahanni Air Services Ltd
NAI,North Adria Aviation
NAJ,North American Jet Charter Group
NAK,Arik Niger
NAL,National Airlines
NAM,Nortland Air Manitoba
NAN,National Airlines
NAP,Napier Air Service Inc
NAR,Air Continental Inc
NAS,Nasair
NAT,North Atlantic Air Inc
NAU,Antanik-Air
NAV,Nav Flight Planning
NAX,Norwegian Air Shuttle
NAY,Navegacion Servicios Aereos Canarios SA
NAZ,Servicios Aereos del Nazas SA de CV
NBE,Novosibirsk Aviaenterprise
NBK,Albarka Air
NBL,Nobil Air
NBN,North British Airlines
NBR,Haughey Air
NBS,Nimbus Aviation
NCA,Nippon Cargo Airlines
NCB,North Caribou Flying Service Ltd
NCC,North Coast Air Services Ltd
NCE,Northcoast Executive Airlines
NCF,Norfolk County Flight College
NCG,Nederlandse Kustwacht
NCH,Chanchangi Airlines
NCL,ACA-Ancargo Air Sociedade de Transporte de Carga Lda
NCM,Nas Air
NCN,National Airlines
NCO,Natalco Air Lines
NCP,Capital Airlines Limited
NCR,National Air Cargo
NCS,Simpson Air Ltd
NDA,Northern Airways
NDC,FlyNordic
NDF,Namibian Defence Force
NDN,Transportes Aereos Cielos Andinos
NDS,Nordstree (Australia)
NDU,University of North Dakota
NEA,New England Airlines
NEB,State of Nebraska
NEC,Necon Air
NEE,Northeast Airlines
NEF,Nord-Flyg
NEG,Linea Aerea de Fumig Aguas Negras
NEL,Aero Servicios de Nuevo Laredo
NEN,North-East Airlines
NER,Air Newark
NES,Nordeste Linhas Aereas Regionais
NET,Network Aviation Services
NEX,Northern Executive Aviation
NEZ,New England Air Express
NFA,North Flying
NFC,North Atlantic Cargo
NFD,Nürnberger Flugdienst
NFF,Aircraft Support and Services
NFL,Northaire Feight Lines
NFS,Afrique CArgo Service Senegal
NFT,Nefteyugansk Aviation Division
NGA,Nigeria Airways
NGB,Nordic Global Airlines
NGC,Angoservice
NGE,Angel Airlines
NGF,Angel Flight America
NGK,Oriental Air Bridge
NGO,Air-Angol
NGP,Air Nigeria
NGR,Nigerian Air Force
NGV,Angoavia
NGX,Nigerian Global
NHG,NHT Lineas Aereas
NHK,Federal Aviation Administration
NHL,Northumbria Helicopters
NHR,Nuevo Horizonte Internacional
NHT,New Heights 291
NHZ,Nada Air Service
NIA,Nile Air
NIC,Northern Illinois Commuter
NID,Aeroni
NIE,Aeroejecutiva Nieto
NIG,Aero Contractors
NIN,Nurman Avia Indopura
NIR,Norsk Flyrjeneste
NIS,Nicaraguense De Aviacion
NIT,Midwest Aviation
NJC,Nashville Jet Charters
NJS,National Jet Systems
NKF,Barents AirLink
NKL,Nakheel Aviation
NKS,Spirit Airlines
NKV,Nikolaev-Air
NKZ,Aerokuzbass
NLA,Neiltown Air
NLC,Nelair Charters
NLG,NEL Cargo
NLH,Norwegian Long Haul AS
NLK,Elbrus-Avia Air Enterprise
NLL,Northafrican Air Transport
NLS,Nationale Luchtvaartschool
NLT,Newfoundland Labrador Air Transport
NLW,Nile Wings Aviation Services
NLY,Niki
NMA,Nesma Airlines
NMB,Air Namibia
NMD,Nomad Aviation
NMI,Pacific Wings
NML,Gambia New Millennium Air
NOA,Norontair
NOC,Norcopter
NOF,Fonnafly
NOH,No. 32 (The Royal) Squadron RAF
NOK,Nok Air
NOL,National Overseas Airlines Company
NON,Servicios Aereos Latinoamericanos
NOR,Norsk Helikopter
NOS,Neos
NOT,Linea Aerea Costa Norte
NOV,Nova Airline
NOW,Royal Norwegian Air Force
NOY,Noy Aviation
NPC,Western Air Couriers
NPL,Air Nepal International
NPO,Novosibirsk Aviation Production Association
NPR,Air Napier
NPT,Atlantic Airlines
NPX,Northeast Aviation
NRC,North Sea Airways
NRD,Nordic Regional
NRE,Aviones Are
NRG,Ross Aviation
NRK,Naturelink Charter
NRL,Nolinor Aviation
NRN,Royal Netherland Navy
NRO,Aero Rent JSC
NRP,Aeronord-Grup
NRR,Natureair
NRS,Atlantic Richfield Company
NRT,Norestair
NRV,North Vancouver Airlines
NRW,Polizeifliegerstaffel Nordrhein-Westfalen
NRX,Norse Air Charter
NRZ,Servicios Aereos Monarrez
NSA,Nile Safaris Aviation
NSC,Societe De Transport Aerien De Mauritanie
NSE,SATENA
NSF,Northamptonshire School of Flying
NSK,Air Intersalonika
NSL,Neric
NSM,Global Jet Corporation
NSO,Aerolineas Sosa
NSP,Novosibirsk Aircraft Repairing Plant
NSR,National Air Charter
NSS,Northstar Aviation
NSW,Country Connection Airlines
NTA,Northern Thunderbird Air
NTB,Servicios Aereos Del Norte
NTC,Gibson Aviation
NTD,Aero Norte
NTE,Interaire
NTG,Servicios Intergrales De Aviacion
NTH,Hokkaido Air System
NTJ,NextJet
NTK,Natioanl Air Traffic Controllers Association
NTL,Air Anatolia
NTM,North American Airlines
NTR,TNT International Aviation
NTS,Cirrus Air
NTT,Inter Tropic Airlines
NTV,Air Inter Ivoire
NTW,Nationwide Airlines
NTX,Northern Jet Management
NUL,Aeroservicios De Nuevo Leon
NUN,Nunasi-Central Airlines
NVA,Nile Valley Aviation Company
NVC,NAV CANADA
NVD,Nordic Solutions
NVG,Novogorod Air Enterprise
NVI,Avial NV Aviation Company
NVJ,Fly International Airways
NVK,Nizhnevartovskavia
NVL,Navigator Airlines
NVM,Naviera Mexicana
NVP,Navegacao Aerea De Portugal
NVR,Novair
NVY,Royal Navy
NWA,Northwest Airlines
NWD,New World Jet Corporation
NWE,Northwest Aero Associates
NWG,Airwing
NWL,North-Wright Airways
NWN,Northwinds Northern
NWO,Northwood Headquarters (RAF
NWR,Northwest Regional Airlines
NWS,NordWind Airlines
NWT,Northwest Territorial Airways
NWW,North West Airlines
NWZ,Nationwide Airlines (Zambia)
NXA,Air Next
NXB,NEXT Brasil
NXF,Nextflight Aviation
NXS,Nexus Aviation
NXT,National Express
NYA,Nanyah Aviation
NYB,Belgian Navy
NYH,New York Helicopter
NYL,Mid Airlines
NYS,Nyasa Express
NYT,Yeti Airlines
NZA,Nayzak Air Transport
NZM,Mount Cook Airlines
OAA,Oxley Aviation
OAB,Orbit Airlines Azerbaijan
OAC,Oriental Airlines
OAD,Orscom Tourist Installations Company
OAE,Omni Air International
OAI,Orbit International Airlines
OAL,Olympic Airlines
OAN,Orbit Atlantic Airways
OAO,Arkhangelsk 2 Aviation Division
OAP,COAPA AIR
OAR,Orbit Regional Airlines
OAV,Omni - Aviacao e Tecnologia
OAW,Helvetic Airways
OAX,Operational Aviation Services
OBA,Aerobanana
OBK,Amako Airlines
OBS,Orbest
OBT,Orbit Airlines
OCA,Aserca Airlines
OCE,Heliocean
OCM,O'Connor Airlines
OCN,O Air
OCO,Ostend Air College
OCS,Ocean Sky (UK)
ODI,Jonsson
ODM,Pan African Airways
ODS,Odessa Airlines
ODY,Odyssey International
OEA,Orient Thai Airlines
OEC,Christophorus Flugrettungsverein
OED,Orion Air Charter
OFA,Helitaxi Ofavi
OFF,Challenge International Airlines
OGI,Aerogisa
OGJ,Bakoji Airlines Services
OGN,Origin Pacific Airways
OHK,Oasis Hong Kong Airlines
OHY,Onur Air
OIC,Iwamoto Crane Co Ltd
OIX,Orion-x
OJY,Florida Air
OKA,Okay Airways
OKJ,Okada Airlines
OKL,Oklahoma Department of Public Safety
OKP,Okapi Airways
OKS,Slok Air Gambia
OKT,Soko Aviation
OLA,Overland Airways
OLC,Solar Cargo
OLE,Operadora de Lineas Ejecutivas
OLO,Soloflight
OLR,Colaereos
OLS,Sol Lineas Aereas
OLT,Ostfriesische Lufttransport
OLV,Aerolineas Olve
OLX,Olimex Aerotaxi
OLY,Olympic Aviation
OMA,Oman Air
OME,Homer Air
OMF,Omniflys
OMG,Aeromega
OML,Organizacoes Mambra
OMR,Minair
OMS,Omskavia Airline
ONE,Oceanair
ONG,Sonnig SA
ONM,Presidencia de La Republica de Guinea Ecuatorial
ONR,Air One Nine
ONT,Air Ontario
OOM,Zoom Airlines
OOT,Out Of The Blue Air Safaris
OPA,Opal Air
OPC,Krystel Air Charter
OPS,Jet-Ops
OPT,Flight Options
OPV,Operadora de Veulos Ejectutivos
ORA,Long Island Airlines
ORB,Orenburg Airlines
ORC,Orchid Airlines
ORD,Orange Air Services
ORE,Orange Aviation
ORF,Oman Royal Flight
ORG,Orenburzhie
ORJ,Orange Air Sierra Leone
ORK,Orca Air
ORL,On Air Limited
ORM,Orel State Air Enterprise
ORN,Orient Airways
ORO,C N Air
ORP,Aerocorp
ORR,Operadora Turistica Aurora
ORS,Action Air
ORX,Orbit Express Airlines
ORZ,Zorex
OSA,Open Sky Aviation
OSH,Osh Avia
OSL,Sosoliso Airlines
OSN,Aerosan
OSO,Aviapartner Limited Company
OSS,Servicios Aereos Noticiosos
OST,Airline Alania
OSW,JetAfrica Swaziland
OSY,Open Skies Consultative Commission
OTA,Organizacion De Transportes Aereos
OTG,One Two Go Airlines
OTJ,Fly Romania
OTL,South Airlines
OTM,Onetime Airlines Zambia
OTN,LASTP
OTP,Operadora de Transportes Aereos
OTR,Orient Airlines
OUL,Air Atonabee
OVA,Aero Nova
OVC,Aerovic
OVE,Aeromover
OVI,Aerovias Ejecutivas
OVV,Orient Air
OWL,Miami Valley Aviation
OXE,Oxaero
OXO,Million Air
OYE,Koda International
OZJ,Ozjet Airlines
OZR,Ozark Air Lines
OZU,Hozu-Avia
OZW,Skywest Airlines
PAA,Pan American Airways
PAB,Pacific Air Boats
PAC,Polar Air Cargo
PAD,Professional Express Courier Service
PAE,Paisajes Espanoles
PAG,Perimeter Aviation
PAH,Panorama Air Tour
PAI,Paradise Airways
PAJ,Aliparma
PAK,Pacific Alaska Airlines
PAL,Philippine Airlines
PAM,Phoenix Air Service
PAO,Polynesian Airlines
PAP,Langtry Flying Group
PAR,Pacific Rim Airways
PAS,Pelita Air Service
PAT,Priority Air Transport
PAV,VIP Avia
PAW,Pointair Burkina
PAX,Pan Air
PAZ,Point Afrique Niger
PBA,PB Air
PBB,Polizeihubschrauberstaffel Brandenburg
PBD,Pobeda
PBN,Pacific Blue
PBT,Air Parabet
PBU,Air Burundi
PBW,Polizeihubschrauberstaffel Baden-Wurtemberg
PBY,Pearl Air Services
PCA,Penya De L'Aire
PCC,Perforadora Central
PCE,Pace Airlines
PCF,Pacific Air Express
PCG,Aeropostal Cargo de Mexico
PCH,Pilatus Flugzeugwerke
PCJ,Pacific Jet
PCK,Air Pack Express
PCL,Pinnacle Air Group
PCM,Westair Industries
PCN,Princeton Aviation Corporation
PCO,Pacific Coastal Airline
PCR,PAC Air
PCS,Air Palace
PCV,Pacific Aviation (Australia)
PCW,Trans-Pacific Orient Airways
PCX,Pacific Aviation (United States)
PDA,Podilia-Avia
PDC,Potomac Air
PDD,Phillips Alaska
PDF,Pelican Air Services
PDG,PLM Dollar Group
PDI,Paradise Island Airways
PDQ,PDQ Air Charter
PDR,COMAV
PDT,Piedmont Airlines (1948-1989)
PDV,Elicar
PDY,Pen-Avia
PEA,Pan Europeenne Air Service
PEB,Benders Air
PEC,Pacific East Asia Cargo Airlines
PEI,Panamedia
PEL,Aeropelican Air Services
PEM,Pem-Air
PEN,Peninsula Airways
PER,Pioneers Limited
PET,Aerotransporte Petrolero
PEV,Pegasus Aviation
PEX,Pelican Express
PFA,Pacific Flight Services
PFI,Aerolineas Chihuahua
PFL,Pacific Flier
PFN,Pan African Air Services
PFR,Pacificair Airlines
PFS,Prairie Flying Service
PFT,Air Cargo Express International
PFZ,Propflight Air Services
PGA,Portugalia
PGF,Paragon Global Flight Support
PGH,Pulkovo Aircraft Services
PGI,Panagra Airways
PGL,Premiair Aviation Services
PGP,Perm Airlines
PGS,Tauranga Aer Club
PGT,Pegasus Airlines
PGX,Paragon Air Express
PHA,Phoenix Air Group
PHB,Phoebus Apollo Aviation
PHC,Petroleum Helicopters de Colombia
PHD,Duncan Aviation
PHE,Pawan Hans
PHG,Phoenix Aviation
PHH,Polizeihubschrauberstaffel Hessen
PHI,Philips Aviation Services
PHJ,Pim Air
PHL,Phillips Michigan City Flying Service
PHM,Petroleum Helicopters
PHN,Phoenix Air Lines
PHO,L&L Flygbildteknik
PHR,Al Farana Airline
PHS,Polizeihubschrauberstaffel Sachsen
PHT,Pan Havacilik Ve Ticaret
PHU,Pannon Air Service
PHV,Phenix Aviation
PHW,Ave.com
PHY,Phoenix Avia
PIA,Pakistan International Airlines
PIC,Jetstar Pacific
PIE,Air South West
PIF,Aeroservicios California Pacifico
PIK,Polizeihuberschrauberstaffel Sachsen-Anhalt
PIL,Canada Jet Charters
PIM,Pinframat
PIN,Pacific International Airlines
PIO,Pioneer Airlines
PIR,Pamir Airways
PIV,Sokol
PIX,Metropix UK
PJA,Private Jet Management
PJE,Private Jet Expeditions
PJP,Princely Jets
PJS,Jet Aviation
PKA,AST Pakistan Airways
PKP,Mountain Air Express
PKR,Pakker Avio
PKV,Псковавиа
PKW,Pak West Airlines
PKZ,Prime Aviation
PLA,Polynesian Air-Ways
PLB,Polynesian Blue
PLC,Police Aviation Services
PLF,Polish Air Force
PLI,Aeroper
PLL,Air Pal
PLM,Air Pullmantur
PLN,Planar
PLR,Northwestern Air
PLT,South Carolina Aeronautics Commission
PLU,Pilatus PC-12 Center De Mexico
PLX,Pool Aviation
PLY,Puma Linhas Aereas
PLZ,Planet Airways
PMA,Pan Malaysian Air Transport
PMC,Primas Courier
PME,Premiair Fliyng Club
PMK,Palair Macedonia
PMM,Primair
PMO,Polar Airlines de Mexico
PMR,Servicios Aereos Premier
PMS,Planemaster Services
PMT,PMTair
PMU,Premium Aviation
PMV,Polizeihubschrauberstaffel Mecklenburg-Vorpommern
PMW,Paramount Airways
PMX,Petroleos Mexicanos
PMY,Phetchabun Airline
PNA,Universal Airlines
PNC,Pan-Air
PND,Pond Air Express
PNE,Peninter Aerea
PNF,Panafrican Airways
PNG,Puerto Rico National Guard
PNH,Panh
PNL,Aero Personal
PNM,Panorama
PNP,Pineapple Air
PNR,PAN Air
PNS,Survey Udara (Penas)
PNT,Balmoral Central Contracts
PNU,Aero Servicios Platinum
PNW,Palestinian Airlines
PNX,Imperial Airways
PNY,Polish Navy
POA,Portuguese Army
POB,Servicios Aereos Poblanos
POC,Pocono Air Lines
POE,Porter Airlines
POF,Police Aux Frontiers
POI,BGB Air
POL,Rikspolisstyrelsen
PON,Portuguese Navy
POR,Porteadora De Cosola
POT,Polet
POV,Meridian
POW,Hagondale Limited
POY,Apoyo Aereo
PPA,Propheter Aviation
PPC,Palau Asia Pacific Airlines
PPG,Phoenix Air Transport
PPH,Polizeihibschrauberstaffel Neidersachsen
PPK,Ramp 66
PPL,Air Pegasus
PPM,Pacific Pearl Airways
PPQ,Personas Y Pasquetes Por Air
PPS,Butte Aviation
PPW,Royal Phnom Penh Airways
PQA,Pacific Coast Airlines
PQW,PanAm World Airways
PRA,Pars Aviation Service
PRC,Pacific Air Charter
PRD,Presidential Aviation
PRE,Precision Airlines
PRF,Precision Air
PRG,Empresa Aero-Servicios Parrague
PRH,Pro Air
PRI,Aerotransportes Privados
PRL,Pearl Air
PRM,Prime Air
PRN,Pirinair Express
PRO,Propair
PRP,PRT Aviation
PRR,Paramount Airlines
PRT,Atlantic Coast Jet
PRV,Provincial Express
PRX,VIP Avia
PRY,Priority Air Charter
PRZ,Air Paradise International
PSA,Pacific Island Aviation
PSB,Syrian Pearl Airlines
PSC,Pascan Aviation
PSD,President Airlines
PSE,Aeroservicio Sipse
PSF,Plymouth School of Flying
PSG,Aviones Para Servirle
PSH,Red Aviation
PSI,Pont International Airline Services
PSL,Aeroservicios Corporativos De San Luis
PSN,Potosina Del Aire
PSP,Publiservicios Aereos
PSR,Polestar Aviation
PSS,TSSKB-Progress
PST,Parsa
PSV,Servicios Aereos Profesionales
PSW,Pskovavia
PSX,Pacific Southwest Airlines
PSZ,Pro Air Service
PTA,Ptarmigan Airways
PTB,Passaredo Transportes Aereos
PTC,Patria Cargas Aereas
PTD,Aero Servicio Pity
PTE,Aero Copter
PTH,Proteus Helicopteres
PTI,Privatair
PTK,Petropavlovsk-Kamchatsk Air Enterprise
PTL,Providence Airline
PTM,Southeastern Airways
PTN,Pantanal Linhas Aéreas
PTO,North West Geomatics
PTP,Palau Trans Pacific Airline
PTQ,Port Townsend Airways
PTR,Nova Scotia Department of Lands and Forests
PTS,Points of Call Airlines
PTT,Promotora Industria Totolapa
PTV,Puntavia Air Services
PTY,Petty Transport
PUA,PLUNA
PUE,Aeropuelche
PUR,Spurwing Airlines
PUT,Aeroput
PUV,Publivoo
PVA,Aerotransportes Privados
PVG,Privilege Style L
PVI,Panavia
PVK,Association of Private Pilots of Kazakhstan
PVL,Professione VOlare
PVO,Bearing Supplies Limited
PVU,Peau Vava%Gʻ%@u
PVV,Continental Airways
PWA,Priester Aviation
PWC,Pratt and Whitney Canada
PWD,Pan Am World Airways
PWF,Private Wings Flugcharter
PWL,Powell Air
PXA,Pecotox Air
PXP,Pacific Air Transport
PXX,Aroostook Aviation
PYA,Pouya Air
PYB,All America BOPY
PYC,Aeropycsa
PYN,Haverfordwest Air Charter Services
PYR,Pyramid Air Lines
PYZ,Players Air
PZA,Aereo Taxi Paraza
PZR,Sky Trek International Airlines
PZY,Zapolyarie Airlines
QAC,Qatar Air Cargo
QAF,Qatar Amiri Flight
QAH,Quick Airways Holland
QAJ,Quick Air Jet Charter
QAQ,Qurinea Air Service
QAS,Quisqueya Airlines
QAT,Aero Taxi
QAX,QatXpress
QCC,Qwest Commuter Corporation
QCL,Air Class Lineas Aereas
QEA,Aviation Consultancy Office
QER,SOCHI AIR CHATER
QFA,Qantas
QFZ,Fars Air Qeshm
QGA,Windrose Air
QKC,Aero Taxi Aviation
QLA,Aviation Quebec Labrador
QNA,Queen Air
QNK,Kabo Air
QNT,Qanot Sharq
QNZ,JetConnect
QQQ,ENTERair
QRT,4D Air
QSC,African Safari Airways
QTR,Qatar Airways
QTX,Quantex Environmental
QUE,Quebec Government Air Service
QUI,Aero Quimmco
QVR,Kvadro Aero
QWA,Qwestair
QWL,Qwila Air
QXE,Horizon Air
RAA,Rynes Aviation
RAB,Rainbow Air (RAI)
RAC,Icar Air
RAD,Alada
RAE,Régional
RAF,Farnas Aviation Services
RAG,Regio Air
RAH,Regent Air
RAI,Aerotur-Air
RAJ,Raji Airlines
RAK,Riga Airclub
RAL,Roswell Airlines
RAM,Royal Air Maroc
RAN,Renan
RAP,Air Center Helicopters
RAQ,Rath Aviaton
RAR,Air Rarotonga
RAS,Jim Ratliff Air Service
RAT,Chief Rat Flight Services
RAU,Uganda Royal Airways
RAV,Reed Aviation
RAW,Royal Airways
RAX,Royal Air Freight
RAY,Rainbow Air Canada
RAZ,Rijnmond Air Services
RBA,Royal Brunei Airlines
RBB,Rabbit-Air
RBC,Republicair
RBD,Trans World Express
RBE,Aur Rum Benin
RBG,Air Arabia Egypt
RBH,Regal Bahamas International Airways
RBJ,Aeroserivios Del Bajio
RBN,Red Baron Aviation
RBT,Robinton Aero
RBU,Airbus France
RBV,Air Roberval
RBW,Shandong Airlines Rainbow Jet
RBX,Arubaexel
RBY,Vision Airlines (V2)
RCA,Richland Aviation
RCB,Real Aero Club De Baleares
RCC,Air Charters Eelde
RCD,Real Aeroclub De Ternerife
RCE,Aerocer
RCF,Aeroflot-Cargo
RCG,Royal Air Cargo
RCH,Air Mobility Command
RCI,Air Cassai
RCJ,Raytheon Corporate Jets
RCK,Faroejet
RCO,Aero Renta De Coahuila
RCP,Aerocorp
RCQ,Aerolineas Regionales
RCT,Ryan Air Service
RCU,Atlantic S.L.
RCX,Air Service Center
RCY,Package Express
RDD,Adygeya Airlines
RDE,II Lione Alato Arl
RDK,Irish Air Transport
RDL,Roadair Lines
RDM,Air Ada
RDN,Dinar
RDP,Eurojet Romania
RDR,Goodridge (UK) Limited
RDS,Rhoades Aviation
RDV,Red Sea Aviation
RDW,Valair AG (Helicoptere)
RDZ,Rodze Air
REA,Aer Arann
REB,Rebus
REC,Trans Reco
RED,International Committee of the Red Cross
REF,Reef Air
REG,Regional Air Services
REI,Ray Aviation
REJ,SA Airlink Regional
REK,Reem Air
REL,Reliance Aviation
REN,Aero-Rent
